visit_date,air_store_id,visitors,air_res_visitors,air_genre_name,air_area_name,latitude,longitude,day_of_week,holiday_flg,hpg_store_id,hpg_res_visitors,tot_Res
2016-06-18,air_8093d0b565e9dbdf,40,0,Yakiniku/Korean food,Tokyo-to Chuo-ku Ginza,35.6721142,139.7708253,Saturday,0,hpg_874415e6e7ccfe13,2,2
2016-06-18,air_96743eee94114261,16,0,Japanese food,Niigata-ken Niigata-shi Gakkochodori 1 Bancho,37.9163674,139.0363265,Saturday,0,hpg_a9d42bc9b56916f4,3,3
2016-06-18,air_c73d319ffabf287a,25,0,Yakiniku/Korean food,Hyogo-ken Kobe-shi Kumoidori,34.6951242,135.1978525,Saturday,0,hpg_e8f879fcbf993278,15,15
2016-06-18,air_db4b38ebe7a7ceff,26,0,Dining bar,Osaka-fu Osaka-shi Shinmachi,34.6762311,135.4860587,Saturday,0,hpg_bcecaa70222d94e5,2,2
2016-06-18,air_de88770300008624,28,0,Izakaya,Niigata-ken Niigata-shi Gakkochodori 1 Bancho,37.9163674,139.0363265,Saturday,0,hpg_a786d63904735f58,5,5
2016-06-18,air_e270aff84ac7e4c8,30,0,Okonomiyaki/Monja/Teppanyaki,Hiroshima-ken Hiroshima-shi Kokutaijimachi,34.3862445,132.4550176,Saturday,0,hpg_8d472b917afb2cd9,1,1
2016-06-18,air_ef789667e2e6fe96,44,0,Dining bar,Tokyo-to Machida-shi Morino,35.546631,139.4386186,Saturday,0,hpg_f76ad2d2d0134bdd,15,15
2016-06-18,air_fe22ef5a9cbef123,34,11,Dining bar,Fukuoka-ken Fukuoka-shi Daimyo,33.5892157,130.3928134,Saturday,0,hpg_ee8cad9cd96718da,6,17
2016-06-19,air_54d6c25d33f5260e,19,0,Izakaya,Fukuoka-ken Fukuoka-shi Shiobaru,33.5615691,130.4264283,Sunday,0,hpg_62b71ee3f3c120c4,4,4
2016-06-19,air_638c35eb25e53eea,31,0,Italian/French,Fukuoka-ken Fukuoka-shi Daimyo,33.5892157,130.3928134,Sunday,0,hpg_f07ec7b288165b27,2,2
2016-06-19,air_63b13c56b7201bd9,18,0,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyo,33.5869938,130.3948938,Sunday,0,hpg_4bc649e72e2a239a,2,2
2016-06-19,air_789466e488705c93,6,0,Izakaya,Fukuoka-ken Kurume-shi Jonanmachi,33.3192865,130.5083735,Sunday,0,hpg_4ca41b70c41bc844,2,2
2016-06-19,air_7cc17a324ae5c7dc,14,2,Italian/French,Hyogo-ken Kobe-shi Kumoidori,34.6951242,135.1978525,Sunday,0,hpg_9b38b9e13da6da27,8,10
2016-06-19,air_8093d0b565e9dbdf,22,0,Yakiniku/Korean food,Tokyo-to Chuo-ku Ginza,35.6721142,139.7708253,Sunday,0,hpg_874415e6e7ccfe13,2,2
2016-06-19,air_97159fc4e90053fe,20,7,Izakaya,Hiroshima-ken Hiroshima-shi Kokutaijimachi,34.3862445,132.4550176,Sunday,0,hpg_dc52241f21eb95f6,5,12
2016-06-20,air_54d6c25d33f5260e,18,0,Izakaya,Fukuoka-ken Fukuoka-shi Shiobaru,33.5615691,130.4264283,Monday,0,hpg_62b71ee3f3c120c4,2,2
2016-06-20,air_638c35eb25e53eea,34,0,Italian/French,Fukuoka-ken Fukuoka-shi Daimyo,33.5892157,130.3928134,Monday,0,hpg_f07ec7b288165b27,11,11
2016-06-20,air_707d4b6328f2c2df,37,0,Dining bar,Tokyo-to Shibuya-ku Shibuya,35.6617773,139.7040506,Monday,0,hpg_7acec6bb6ec9d98e,34,34
2016-06-20,air_b4f32bcc399da2b9,22,3,Dining bar,Hiroshima-ken Hiroshima-shi Kokutaijimachi,34.3862445,132.4550176,Monday,0,hpg_95875f687b36070f,3,6
2016-06-20,air_de88770300008624,8,0,Izakaya,Niigata-ken Niigata-shi Gakkochodori 1 Bancho,37.9163674,139.0363265,Monday,0,hpg_a786d63904735f58,5,5
2016-06-20,air_fcd4492c83f1c6b9,17,0,Dining bar,Tokyo-to Shibuya-ku Shibuya,35.6617773,139.7040506,Monday,0,hpg_218a1ea95def8ea3,5,5
2016-06-21,air_290e7a57b390f78e,13,13,Italian/French,Tokyo-to Minato-ku Shibakoen,35.6580681,139.7515992,Tuesday,0,hpg_c5ec63f52e4a7e9e,3,16
2016-06-21,air_638c35eb25e53eea,40,0,Italian/French,Fukuoka-ken Fukuoka-shi Daimyo,33.5892157,130.3928134,Tuesday,0,hpg_f07ec7b288165b27,21,21
2016-06-21,air_63b13c56b7201bd9,8,0,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyo,33.5869938,130.3948938,Tuesday,0,hpg_4bc649e72e2a239a,2,2
2016-06-21,air_789466e488705c93,5,0,Izakaya,Fukuoka-ken Kurume-shi Jonanmachi,33.3192865,130.5083735,Tuesday,0,hpg_4ca41b70c41bc844,2,2
2016-06-21,air_7cc17a324ae5c7dc,16,0,Italian/French,Hyogo-ken Kobe-shi Kumoidori,34.6951242,135.1978525,Tuesday,0,hpg_9b38b9e13da6da27,10,10
2016-06-21,air_968d72c12eed09f0,22,0,Italian/French,Tokyo-to Minato-ku Akasaka,35.6749184,139.736775,Tuesday,0,hpg_4dabe28f13a5b993,4,4
2016-06-21,air_97159fc4e90053fe,8,2,Izakaya,Hiroshima-ken Hiroshima-shi Kokutaijimachi,34.3862445,132.4550176,Tuesday,0,hpg_dc52241f21eb95f6,2,4
2016-06-21,air_db4b38ebe7a7ceff,18,0,Dining bar,Osaka-fu Osaka-shi Shinmachi,34.6762311,135.4860587,Tuesday,0,hpg_bcecaa70222d94e5,7,7
2016-06-21,air_fcd4492c83f1c6b9,35,0,Dining bar,Tokyo-to Shibuya-ku Shibuya,35.6617773,139.7040506,Tuesday,0,hpg_218a1ea95def8ea3,2,2
2016-06-22,air_2aab19554f91ff82,37,9,Yakiniku/Korean food,Tokyo-to Chuo-ku Ginza,35.6721142,139.7708253,Wednesday,0,hpg_cac091abfcee2a85,2,11
2016-06-22,air_638c35eb25e53eea,18,0,Italian/French,Fukuoka-ken Fukuoka-shi Daimyo,33.5892157,130.3928134,Wednesday,0,hpg_f07ec7b288165b27,8,8
2016-06-22,air_68301bcb11e2f389,34,0,Izakaya,Tokyo-to Suginami-ku Asagayaminami,35.6995657,139.6364379,Wednesday,0,hpg_2c09f3abb2220659,5,5
2016-06-22,air_6b15edd1b4fbb96a,23,0,Italian/French,Shizuoka-ken Hamamatsu-shi Motoshirocho,34.7108955,137.7259397,Wednesday,0,hpg_babe2c3d962d7bb6,2,2
2016-06-22,air_789466e488705c93,2,0,Izakaya,Fukuoka-ken Kurume-shi Jonanmachi,33.3192865,130.5083735,Wednesday,0,hpg_4ca41b70c41bc844,2,2
2016-06-22,air_96743eee94114261,21,0,Japanese food,Niigata-ken Niigata-shi Gakkochodori 1 Bancho,37.9163674,139.0363265,Wednesday,0,hpg_a9d42bc9b56916f4,3,3
2016-06-22,air_a38f25e3399d1b25,55,0,Izakaya,Tokyo-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,Wednesday,0,hpg_50378da9ffb9b6cd,25,25
2016-06-22,air_b4f32bcc399da2b9,8,3,Dining bar,Hiroshima-ken Hiroshima-shi Kokutaijimachi,34.3862445,132.4550176,Wednesday,0,hpg_95875f687b36070f,3,6
2016-06-22,air_c6a164dd4060e960,10,0,Dining bar,Osaka-fu Osaka-shi Ogimachi,34.7053617,135.5100252,Wednesday,0,hpg_8ce73856596a7794,8,8
2016-06-22,air_de88770300008624,36,0,Izakaya,Niigata-ken Niigata-shi Gakkochodori 1 Bancho,37.9163674,139.0363265,Wednesday,0,hpg_a786d63904735f58,2,2
2016-06-22,air_ef789667e2e6fe96,22,0,Dining bar,Tokyo-to Machida-shi Morino,35.546631,139.4386186,Wednesday,0,hpg_f76ad2d2d0134bdd,2,2
2016-06-22,air_fcd4492c83f1c6b9,43,0,Dining bar,Tokyo-to Shibuya-ku Shibuya,35.6617773,139.7040506,Wednesday,0,hpg_218a1ea95def8ea3,4,4
2016-06-23,air_1f1390a8be2272b3,26,0,Japanese food,Tokyo-to Shinjuku-ku Kabukicho,35.6938401,139.7035494,Thursday,0,hpg_306ff4d17f7a1efd,4,4
2016-06-23,air_2a485b92210c98b5,3,0,Bar/Cocktail,Hiroshima-ken Hiroshima-shi Kokutaijimachi,34.3862445,132.4550176,Thursday,0,hpg_dd709beb78198f38,3,3
2016-06-23,air_2b8b29ddfd35018e,4,18,Okonomiyaki/Monja/Teppanyaki,Hiroshima-ken Hiroshima-shi Kokutaijimachi,34.3862445,132.4550176,Thursday,0,hpg_2d4200d0ebdb4946,18,36
2016-06-23,air_54d6c25d33f5260e,69,0,Izakaya,Fukuoka-ken Fukuoka-shi Shiobaru,33.5615691,130.4264283,Thursday,0,hpg_62b71ee3f3c120c4,6,6
2016-06-23,air_5e70fe82f9e4fab6,9,0,Yakiniku/Korean food,Osaka-fu Osaka-shi Kyutaromachi,34.6812614,135.5098009,Thursday,0,hpg_0a8cb1f2f6e27889,3,3
2016-06-23,air_638c35eb25e53eea,8,0,Italian/French,Fukuoka-ken Fukuoka-shi Daimyo,33.5892157,130.3928134,Thursday,0,hpg_f07ec7b288165b27,4,4
2016-06-23,air_63b13c56b7201bd9,11,0,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyo,33.5869938,130.3948938,Thursday,0,hpg_4bc649e72e2a239a,6,6
2016-06-23,air_968d72c12eed09f0,12,0,Italian/French,Tokyo-to Minato-ku Akasaka,35.6749184,139.736775,Thursday,0,hpg_4dabe28f13a5b993,2,2
2016-06-23,air_db80363d35f10926,10,6,Dining bar,Hokkaido Asahikawa-shi 6 Jodori,43.7706355,142.364819,Thursday,0,hpg_878cc70b1abc76f7,3,9
2016-06-23,air_de88770300008624,13,0,Izakaya,Niigata-ken Niigata-shi Gakkochodori 1 Bancho,37.9163674,139.0363265,Thursday,0,hpg_a786d63904735f58,6,6
2016-06-23,air_fcd4492c83f1c6b9,31,0,Dining bar,Tokyo-to Shibuya-ku Shibuya,35.6617773,139.7040506,Thursday,0,hpg_218a1ea95def8ea3,3,3
2016-06-24,air_1033310359ceeac1,35,0,Izakaya,Tokyo-to Koto-ku Tomioka,35.6712704,139.7969871,Friday,0,hpg_8072ff2fb418e273,14,14
2016-06-24,air_1f1390a8be2272b3,33,0,Japanese food,Tokyo-to Shinjuku-ku Kabukicho,35.6938401,139.7035494,Friday,0,hpg_306ff4d17f7a1efd,4,4
2016-06-24,air_290e7a57b390f78e,21,19,Italian/French,Tokyo-to Minato-ku Shibakoen,35.6580681,139.7515992,Friday,0,hpg_c5ec63f52e4a7e9e,6,25
2016-06-24,air_2aab19554f91ff82,44,17,Yakiniku/Korean food,Tokyo-to Chuo-ku Ginza,35.6721142,139.7708253,Friday,0,hpg_cac091abfcee2a85,4,21
2016-06-24,air_32460819c7600037,46,0,Dining bar,Osaka-fu Osaka-shi Shinmachi,34.6762311,135.4860587,Friday,0,hpg_ac318be70910278f,4,4
2016-06-24,air_37189c92b6c761ec,8,0,Bar/Cocktail,Hokkaido Asahikawa-shi 6 Jodori,43.7706355,142.364819,Friday,0,hpg_2e10e1956528199a,2,2
2016-06-24,air_54ed43163b7596c4,21,0,Izakaya,Tokyo-to Chuo-ku Tsukiji,35.6706505,139.7718614,Friday,0,hpg_583dddac1a035048,18,18
2016-06-24,air_638c35eb25e53eea,37,0,Italian/French,Fukuoka-ken Fukuoka-shi Daimyo,33.5892157,130.3928134,Friday,0,hpg_f07ec7b288165b27,14,14
2016-06-24,air_683371d9baabf410,49,0,Japanese food,Hyogo-ken Himeji-shi Yasuda,34.815149,134.6853528,Friday,0,hpg_7dae95f9d3db1734,2,2
2016-06-24,air_6b15edd1b4fbb96a,60,0,Italian/French,Shizuoka-ken Hamamatsu-shi Motoshirocho,34.7108955,137.7259397,Friday,0,hpg_babe2c3d962d7bb6,8,8
2016-06-24,air_6c91a28278a16f64,10,0,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyo,33.5892157,130.3928134,Friday,0,hpg_945c2807cef88022,2,2
2016-06-24,air_6e3fd96320d24324,17,0,Izakaya,Hiroshima-ken Fukuyama-shi Higashisakuramachi,34.4858993,133.3623127,Friday,0,hpg_3f89e343b3e1d336,4,4
2016-06-24,air_96743eee94114261,23,0,Japanese food,Niigata-ken Niigata-shi Gakkochodori 1 Bancho,37.9163674,139.0363265,Friday,0,hpg_a9d42bc9b56916f4,3,3
2016-06-24,air_b4f32bcc399da2b9,28,4,Dining bar,Hiroshima-ken Hiroshima-shi Kokutaijimachi,34.3862445,132.4550176,Friday,0,hpg_95875f687b36070f,4,8
2016-06-24,air_ba495cccc8f0f237,33,0,Bar/Cocktail,Tokyo-to Chuo-ku Ginza,35.6721142,139.7708253,Friday,0,hpg_eaa312b3100ae94b,6,6
2016-06-24,air_c6a164dd4060e960,39,0,Dining bar,Osaka-fu Osaka-shi Ogimachi,34.7053617,135.5100252,Friday,0,hpg_8ce73856596a7794,4,4
2016-06-24,air_de88770300008624,38,0,Izakaya,Niigata-ken Niigata-shi Gakkochodori 1 Bancho,37.9163674,139.0363265,Friday,0,hpg_a786d63904735f58,10,10
2016-06-24,air_ef789667e2e6fe96,29,0,Dining bar,Tokyo-to Machida-shi Morino,35.546631,139.4386186,Friday,0,hpg_f76ad2d2d0134bdd,7,7
2016-06-24,air_f2c5a1f24279c531,23,0,Japanese food,Tokyo-to Taito-ku Higashiueno,35.712607,139.7799956,Friday,0,hpg_9668001cf2b8dc74,4,4
2016-06-24,air_fcd4492c83f1c6b9,38,0,Dining bar,Tokyo-to Shibuya-ku Shibuya,35.6617773,139.7040506,Friday,0,hpg_218a1ea95def8ea3,6,6
2016-06-25,air_082908692355165e,17,0,Italian/French,Tokyo-to Shinjuku-ku Kabukicho,35.6938401,139.7035494,Saturday,0,hpg_b8715d0ac52b1763,2,2
2016-06-25,air_1f1390a8be2272b3,35,0,Japanese food,Tokyo-to Shinjuku-ku Kabukicho,35.6938401,139.7035494,Saturday,0,hpg_306ff4d17f7a1efd,9,9
2016-06-25,air_2b8b29ddfd35018e,26,6,Okonomiyaki/Monja/Teppanyaki,Hiroshima-ken Hiroshima-shi Kokutaijimachi,34.3862445,132.4550176,Saturday,0,hpg_2d4200d0ebdb4946,2,8
2016-06-25,air_37189c92b6c761ec,33,8,Bar/Cocktail,Hokkaido Asahikawa-shi 6 Jodori,43.7706355,142.364819,Saturday,0,hpg_2e10e1956528199a,6,14
2016-06-25,air_54d6c25d33f5260e,37,0,Izakaya,Fukuoka-ken Fukuoka-shi Shiobaru,33.5615691,130.4264283,Saturday,0,hpg_62b71ee3f3c120c4,5,5
2016-06-25,air_638c35eb25e53eea,57,0,Italian/French,Fukuoka-ken Fukuoka-shi Daimyo,33.5892157,130.3928134,Saturday,0,hpg_f07ec7b288165b27,5,5
2016-06-25,air_63b13c56b7201bd9,8,0,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyo,33.5869938,130.3948938,Saturday,0,hpg_4bc649e72e2a239a,8,8
2016-06-25,air_6b15edd1b4fbb96a,86,0,Italian/French,Shizuoka-ken Hamamatsu-shi Motoshirocho,34.7108955,137.7259397,Saturday,0,hpg_babe2c3d962d7bb6,4,4
2016-06-25,air_6c91a28278a16f64,27,0,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyo,33.5892157,130.3928134,Saturday,0,hpg_945c2807cef88022,2,2
2016-06-25,air_6e3fd96320d24324,14,0,Izakaya,Hiroshima-ken Fukuyama-shi Higashisakuramachi,34.4858993,133.3623127,Saturday,0,hpg_3f89e343b3e1d336,3,3
2016-06-25,air_707d4b6328f2c2df,41,0,Dining bar,Tokyo-to Shibuya-ku Shibuya,35.6617773,139.7040506,Saturday,0,hpg_7acec6bb6ec9d98e,50,50
2016-06-25,air_789466e488705c93,24,0,Izakaya,Fukuoka-ken Kurume-shi Jonanmachi,33.3192865,130.5083735,Saturday,0,hpg_4ca41b70c41bc844,18,18
2016-06-25,air_7cc17a324ae5c7dc,13,0,Italian/French,Hyogo-ken Kobe-shi Kumoidori,34.6951242,135.1978525,Saturday,0,hpg_9b38b9e13da6da27,9,9
2016-06-25,air_8093d0b565e9dbdf,47,0,Yakiniku/Korean food,Tokyo-to Chuo-ku Ginza,35.6721142,139.7708253,Saturday,0,hpg_874415e6e7ccfe13,3,3
2016-06-25,air_96743eee94114261,28,0,Japanese food,Niigata-ken Niigata-shi Gakkochodori 1 Bancho,37.9163674,139.0363265,Saturday,0,hpg_a9d42bc9b56916f4,3,3
2016-06-25,air_c6a164dd4060e960,42,0,Dining bar,Osaka-fu Osaka-shi Ogimachi,34.7053617,135.5100252,Saturday,0,hpg_8ce73856596a7794,7,7
2016-06-25,air_c73d319ffabf287a,42,0,Yakiniku/Korean food,Hyogo-ken Kobe-shi Kumoidori,34.6951242,135.1978525,Saturday,0,hpg_e8f879fcbf993278,7,7
2016-06-25,air_cb7467aed805e7fe,53,0,Izakaya,Fukuoka-ken Fukuoka-shi Daimyo,33.5892157,130.3928134,Saturday,0,hpg_aa7dfdc68a0a879c,6,6
2016-06-25,air_d00161e19f08290b,36,0,Dining bar,Tokyo-to Shinjuku-ku Kabukicho,35.6938401,139.7035494,Saturday,0,hpg_05fada27f04e4383,20,20
2016-06-25,air_db80363d35f10926,28,51,Dining bar,Hokkaido Asahikawa-shi 6 Jodori,43.7706355,142.364819,Saturday,0,hpg_878cc70b1abc76f7,4,55
2016-06-25,air_de88770300008624,40,0,Izakaya,Niigata-ken Niigata-shi Gakkochodori 1 Bancho,37.9163674,139.0363265,Saturday,0,hpg_a786d63904735f58,20,20
2016-06-25,air_ef789667e2e6fe96,59,0,Dining bar,Tokyo-to Machida-shi Morino,35.546631,139.4386186,Saturday,0,hpg_f76ad2d2d0134bdd,6,6
2016-06-25,air_f690c42545146e0a,13,0,Japanese food,Hokkaido Sapporo-shi Minami 3 Jonishi,43.0568187,141.3539573,Saturday,0,hpg_0dc016db530f5c33,3,3
2016-06-25,air_fcd4492c83f1c6b9,52,0,Dining bar,Tokyo-to Shibuya-ku Shibuya,35.6617773,139.7040506,Saturday,0,hpg_218a1ea95def8ea3,5,5
2016-06-25,air_fe22ef5a9cbef123,63,9,Dining bar,Fukuoka-ken Fukuoka-shi Daimyo,33.5892157,130.3928134,Saturday,0,hpg_ee8cad9cd96718da,17,26
2016-06-26,air_1f1390a8be2272b3,18,0,Japanese food,Tokyo-to Shinjuku-ku Kabukicho,35.6938401,139.7035494,Sunday,0,hpg_306ff4d17f7a1efd,7,7
2016-06-26,air_63b13c56b7201bd9,13,0,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyo,33.5869938,130.3948938,Sunday,0,hpg_4bc649e72e2a239a,17,17
2016-06-26,air_683371d9baabf410,32,0,Japanese food,Hyogo-ken Himeji-shi Yasuda,34.815149,134.6853528,Sunday,0,hpg_7dae95f9d3db1734,4,4
2016-06-26,air_6b15edd1b4fbb96a,65,0,Italian/French,Shizuoka-ken Hamamatsu-shi Motoshirocho,34.7108955,137.7259397,Sunday,0,hpg_babe2c3d962d7bb6,7,7
2016-06-26,air_7cc17a324ae5c7dc,27,0,Italian/French,Hyogo-ken Kobe-shi Kumoidori,34.6951242,135.1978525,Sunday,0,hpg_9b38b9e13da6da27,2,2
2016-06-26,air_8093d0b565e9dbdf,25,0,Yakiniku/Korean food,Tokyo-to Chuo-ku Ginza,35.6721142,139.7708253,Sunday,0,hpg_874415e6e7ccfe13,2,2
2016-06-26,air_9241121af22ff1d6,49,0,Izakaya,Tokyo-to Katsushika-ku Tateishi,35.7435748,139.8471797,Sunday,0,hpg_49dbe1fd79450e55,2,2
2016-06-26,air_97159fc4e90053fe,32,6,Izakaya,Hiroshima-ken Hiroshima-shi Kokutaijimachi,34.3862445,132.4550176,Sunday,0,hpg_dc52241f21eb95f6,2,8
2016-06-26,air_de88770300008624,30,0,Izakaya,Niigata-ken Niigata-shi Gakkochodori 1 Bancho,37.9163674,139.0363265,Sunday,0,hpg_a786d63904735f58,13,13
2016-06-26,air_e270aff84ac7e4c8,24,7,Okonomiyaki/Monja/Teppanyaki,Hiroshima-ken Hiroshima-shi Kokutaijimachi,34.3862445,132.4550176,Sunday,0,hpg_8d472b917afb2cd9,7,14
2016-06-26,air_ef789667e2e6fe96,73,0,Dining bar,Tokyo-to Machida-shi Morino,35.546631,139.4386186,Sunday,0,hpg_f76ad2d2d0134bdd,7,7
2016-06-26,air_f690c42545146e0a,9,0,Japanese food,Hokkaido Sapporo-shi Minami 3 Jonishi,43.0568187,141.3539573,Sunday,0,hpg_0dc016db530f5c33,8,8
2016-06-26,air_fe22ef5a9cbef123,21,0,Dining bar,Fukuoka-ken Fukuoka-shi Daimyo,33.5892157,130.3928134,Sunday,0,hpg_ee8cad9cd96718da,2,2
2016-06-27,air_1f1390a8be2272b3,18,0,Japanese food,Tokyo-to Shinjuku-ku Kabukicho,35.6938401,139.7035494,Monday,0,hpg_306ff4d17f7a1efd,16,16
2016-06-27,air_3e6cea17a9d2c0f1,13,0,Izakaya,Hyogo-ken Kakogawa-shi Kakogawacho Kitazaike,34.7569503,134.8411775,Monday,0,hpg_47c5b2b16a840e89,4,4
2016-06-27,air_638c35eb25e53eea,42,0,Italian/French,Fukuoka-ken Fukuoka-shi Daimyo,33.5892157,130.3928134,Monday,0,hpg_f07ec7b288165b27,6,6
2016-06-27,air_a38f25e3399d1b25,24,0,Izakaya,Tokyo-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,Monday,0,hpg_50378da9ffb9b6cd,4,4
2016-06-27,air_de88770300008624,22,0,Izakaya,Niigata-ken Niigata-shi Gakkochodori 1 Bancho,37.9163674,139.0363265,Monday,0,hpg_a786d63904735f58,4,4
2016-06-28,air_082908692355165e,61,0,Italian/French,Tokyo-to Shinjuku-ku Kabukicho,35.6938401,139.7035494,Tuesday,0,hpg_b8715d0ac52b1763,2,2
2016-06-28,air_1033310359ceeac1,20,0,Izakaya,Tokyo-to Koto-ku Tomioka,35.6712704,139.7969871,Tuesday,0,hpg_8072ff2fb418e273,3,3
2016-06-28,air_2aab19554f91ff82,31,15,Yakiniku/Korean food,Tokyo-to Chuo-ku Ginza,35.6721142,139.7708253,Tuesday,0,hpg_cac091abfcee2a85,5,20
2016-06-28,air_2cee51fa6fdf6c0d,4,0,Western food,Tokyo-to Shibuya-ku Shibuya,35.6617773,139.7040506,Tuesday,0,hpg_113fd6e4fa77800f,5,5
2016-06-28,air_54d6c25d33f5260e,48,0,Izakaya,Fukuoka-ken Fukuoka-shi Shiobaru,33.5615691,130.4264283,Tuesday,0,hpg_62b71ee3f3c120c4,15,15
2016-06-28,air_63b13c56b7201bd9,6,0,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyo,33.5869938,130.3948938,Tuesday,0,hpg_4bc649e72e2a239a,8,8
2016-06-28,air_68301bcb11e2f389,24,0,Izakaya,Tokyo-to Suginami-ku Asagayaminami,35.6995657,139.6364379,Tuesday,0,hpg_2c09f3abb2220659,3,3
2016-06-28,air_6b15edd1b4fbb96a,25,0,Italian/French,Shizuoka-ken Hamamatsu-shi Motoshirocho,34.7108955,137.7259397,Tuesday,0,hpg_babe2c3d962d7bb6,2,2
2016-06-28,air_7cc17a324ae5c7dc,3,0,Italian/French,Hyogo-ken Kobe-shi Kumoidori,34.6951242,135.1978525,Tuesday,0,hpg_9b38b9e13da6da27,3,3
2016-06-28,air_96743eee94114261,16,0,Japanese food,Niigata-ken Niigata-shi Gakkochodori 1 Bancho,37.9163674,139.0363265,Tuesday,0,hpg_a9d42bc9b56916f4,3,3
2016-06-28,air_97159fc4e90053fe,15,6,Izakaya,Hiroshima-ken Hiroshima-shi Kokutaijimachi,34.3862445,132.4550176,Tuesday,0,hpg_dc52241f21eb95f6,6,12
2016-06-28,air_a38f25e3399d1b25,48,0,Izakaya,Tokyo-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,Tuesday,0,hpg_50378da9ffb9b6cd,2,2
2016-06-28,air_c225148c0fcc5c72,12,0,Cafe/Sweets,Hyogo-ken Kobe-shi Kumoidori,34.6951242,135.1978525,Tuesday,0,hpg_ee424bb170e133f1,1,1
2016-06-28,air_d00161e19f08290b,30,0,Dining bar,Tokyo-to Shinjuku-ku Kabukicho,35.6938401,139.7035494,Tuesday,0,hpg_05fada27f04e4383,2,2
2016-06-28,air_db4b38ebe7a7ceff,14,0,Dining bar,Osaka-fu Osaka-shi Shinmachi,34.6762311,135.4860587,Tuesday,0,hpg_bcecaa70222d94e5,6,6
2016-06-28,air_e270aff84ac7e4c8,40,0,Okonomiyaki/Monja/Teppanyaki,Hiroshima-ken Hiroshima-shi Kokutaijimachi,34.3862445,132.4550176,Tuesday,0,hpg_8d472b917afb2cd9,2,2
2016-06-28,air_ef789667e2e6fe96,40,0,Dining bar,Tokyo-to Machida-shi Morino,35.546631,139.4386186,Tuesday,0,hpg_f76ad2d2d0134bdd,3,3
2016-06-29,air_2a485b92210c98b5,25,0,Bar/Cocktail,Hiroshima-ken Hiroshima-shi Kokutaijimachi,34.3862445,132.4550176,Wednesday,0,hpg_dd709beb78198f38,25,25
2016-06-29,air_2aab19554f91ff82,45,14,Yakiniku/Korean food,Tokyo-to Chuo-ku Ginza,35.6721142,139.7708253,Wednesday,0,hpg_cac091abfcee2a85,2,16
2016-06-29,air_54d6c25d33f5260e,50,0,Izakaya,Fukuoka-ken Fukuoka-shi Shiobaru,33.5615691,130.4264283,Wednesday,0,hpg_62b71ee3f3c120c4,3,3
2016-06-29,air_6b15edd1b4fbb96a,33,0,Italian/French,Shizuoka-ken Hamamatsu-shi Motoshirocho,34.7108955,137.7259397,Wednesday,0,hpg_babe2c3d962d7bb6,4,4
2016-06-29,air_8093d0b565e9dbdf,49,0,Yakiniku/Korean food,Tokyo-to Chuo-ku Ginza,35.6721142,139.7708253,Wednesday,0,hpg_874415e6e7ccfe13,3,3
2016-06-29,air_97159fc4e90053fe,7,2,Izakaya,Hiroshima-ken Hiroshima-shi Kokutaijimachi,34.3862445,132.4550176,Wednesday,0,hpg_dc52241f21eb95f6,2,4
2016-06-29,air_b4f32bcc399da2b9,26,2,Dining bar,Hiroshima-ken Hiroshima-shi Kokutaijimachi,34.3862445,132.4550176,Wednesday,0,hpg_95875f687b36070f,2,4
2016-06-29,air_c73d319ffabf287a,27,0,Yakiniku/Korean food,Hyogo-ken Kobe-shi Kumoidori,34.6951242,135.1978525,Wednesday,0,hpg_e8f879fcbf993278,3,3
2016-06-29,air_cb7467aed805e7fe,42,0,Izakaya,Fukuoka-ken Fukuoka-shi Daimyo,33.5892157,130.3928134,Wednesday,0,hpg_aa7dfdc68a0a879c,25,25
2016-06-29,air_de88770300008624,27,0,Izakaya,Niigata-ken Niigata-shi Gakkochodori 1 Bancho,37.9163674,139.0363265,Wednesday,0,hpg_a786d63904735f58,3,3
2016-06-29,air_ef789667e2e6fe96,27,0,Dining bar,Tokyo-to Machida-shi Morino,35.546631,139.4386186,Wednesday,0,hpg_f76ad2d2d0134bdd,3,3
2016-06-29,air_f690c42545146e0a,15,0,Japanese food,Hokkaido Sapporo-shi Minami 3 Jonishi,43.0568187,141.3539573,Wednesday,0,hpg_0dc016db530f5c33,6,6
2016-06-30,air_290e7a57b390f78e,12,8,Italian/French,Tokyo-to Minato-ku Shibakoen,35.6580681,139.7515992,Thursday,0,hpg_c5ec63f52e4a7e9e,4,12
2016-06-30,air_2a485b92210c98b5,2,0,Bar/Cocktail,Hiroshima-ken Hiroshima-shi Kokutaijimachi,34.3862445,132.4550176,Thursday,0,hpg_dd709beb78198f38,2,2
