"visit_date","air_store_id","visitors","air_area_name.x","latitude.x","longitude.x","day_of_week.x","holiday_flg.x","air_genre_name.y","air_area_name.y","day_of_week.y"
2016-04-01,"air_c6a164dd4060e960",16,"Osaka-fu Osaka-shi Ogimachi",34.7053617,135.5100252,"Friday",0,"Dining bar","Osaka-fu Osaka-shi Ogimachi","Friday"
2016-04-01,"air_c73d319ffabf287a",20,"Hyogo-ken Kobe-shi Kumoidori",34.6951242,135.1978525,"Friday",0,"Yakiniku/Korean food","Hyogo-ken Kobe-shi Kumoidori","Friday"
2016-04-01,"air_c759b6abeb552160",6,"Hokkaido Asahikawa-shi 6 Jodori",43.7706355,142.364819,"Friday",0,"Bar/Cocktail","Hokkaido Asahikawa-shi 6 Jodori","Friday"
2016-04-01,"air_db4b38ebe7a7ceff",22,"Osaka-fu Osaka-shi Shinmachi",34.6762311,135.4860587,"Friday",0,"Dining bar","Osaka-fu Osaka-shi Shinmachi","Friday"
2016-04-01,"air_f96765e800907c77",62,"Hiroshima-ken Hiroshima-shi Kokutaijimachi",34.3862445,132.4550176,"Friday",0,"Izakaya","Hiroshima-ken Hiroshima-shi Kokutaijimachi","Friday"
2016-04-02,"air_082908692355165e",32,"Tokyo-to Shinjuku-ku Kabukicho",35.6938401,139.7035494,"Saturday",0,"Italian/French","Tokyo-to Shinjuku-ku Kabukicho","Saturday"
2016-04-02,"air_32460819c7600037",30,"Osaka-fu Osaka-shi Shinmachi",34.6762311,135.4860587,"Saturday",0,"Dining bar","Osaka-fu Osaka-shi Shinmachi","Saturday"
2016-04-02,"air_37189c92b6c761ec",39,"Hokkaido Asahikawa-shi 6 Jodori",43.7706355,142.364819,"Saturday",0,"Bar/Cocktail","Hokkaido Asahikawa-shi 6 Jodori","Saturday"
2016-04-02,"air_3e6cea17a9d2c0f1",27,"Hyogo-ken Kakogawa-shi Kakogawacho Kitazaike",34.7569503,134.8411775,"Saturday",0,"Izakaya","Hyogo-ken Kakogawa-shi Kakogawacho Kitazaike","Saturday"
2016-04-02,"air_54d6c25d33f5260e",36,"Fukuoka-ken Fukuoka-shi Shiobaru",33.5615691,130.4264283,"Saturday",0,"Izakaya","Fukuoka-ken Fukuoka-shi Shiobaru","Saturday"
2016-04-02,"air_638c35eb25e53eea",55,"Fukuoka-ken Fukuoka-shi Daimyo",33.5892157,130.3928134,"Saturday",0,"Italian/French","Fukuoka-ken Fukuoka-shi Daimyo","Saturday"
2016-04-02,"air_63b13c56b7201bd9",25,"Fukuoka-ken Fukuoka-shi Daimyo",33.5869938,130.3948938,"Saturday",0,"Cafe/Sweets","Fukuoka-ken Fukuoka-shi Daimyo","Saturday"
2016-04-02,"air_6b15edd1b4fbb96a",81,"Shizuoka-ken Hamamatsu-shi Motoshirocho",34.7108955,137.7259397,"Saturday",0,"Italian/French","Shizuoka-ken Hamamatsu-shi Motoshirocho","Saturday"
2016-04-02,"air_6e3fd96320d24324",25,"Hiroshima-ken Fukuyama-shi Higashisakuramachi",34.4858993,133.3623127,"Saturday",0,"Izakaya","Hiroshima-ken Fukuyama-shi Higashisakuramachi","Saturday"
2016-04-02,"air_789466e488705c93",10,"Fukuoka-ken Kurume-shi Jonanmachi",33.3192865,130.5083735,"Saturday",0,"Izakaya","Fukuoka-ken Kurume-shi Jonanmachi","Saturday"
2016-04-02,"air_96743eee94114261",19,"Niigata-ken Niigata-shi Gakkochodori 1 Bancho",37.9163674,139.0363265,"Saturday",0,"Japanese food","Niigata-ken Niigata-shi Gakkochodori 1 Bancho","Saturday"
2016-04-02,"air_968d72c12eed09f0",28,"Tokyo-to Minato-ku Akasaka",35.6749184,139.736775,"Saturday",0,"Italian/French","Tokyo-to Minato-ku Akasaka","Saturday"
2016-04-02,"air_97159fc4e90053fe",29,"Hiroshima-ken Hiroshima-shi Kokutaijimachi",34.3862445,132.4550176,"Saturday",0,"Izakaya","Hiroshima-ken Hiroshima-shi Kokutaijimachi","Saturday"
2016-04-02,"air_a38f25e3399d1b25",23,"Tokyo-to Chiyoda-ku Kudanminami",35.6940027,139.7535951,"Saturday",0,"Izakaya","Tokyo-to Chiyoda-ku Kudanminami","Saturday"
2016-04-02,"air_c225148c0fcc5c72",26,"Hyogo-ken Kobe-shi Kumoidori",34.6951242,135.1978525,"Saturday",0,"Cafe/Sweets","Hyogo-ken Kobe-shi Kumoidori","Saturday"
2016-04-02,"air_c73d319ffabf287a",24,"Hyogo-ken Kobe-shi Kumoidori",34.6951242,135.1978525,"Saturday",0,"Yakiniku/Korean food","Hyogo-ken Kobe-shi Kumoidori","Saturday"
2016-04-02,"air_de88770300008624",18,"Niigata-ken Niigata-shi Gakkochodori 1 Bancho",37.9163674,139.0363265,"Saturday",0,"Izakaya","Niigata-ken Niigata-shi Gakkochodori 1 Bancho","Saturday"
2016-04-02,"air_fe22ef5a9cbef123",28,"Fukuoka-ken Fukuoka-shi Daimyo",33.5892157,130.3928134,"Saturday",0,"Dining bar","Fukuoka-ken Fukuoka-shi Daimyo","Saturday"
2016-04-03,"air_1f1390a8be2272b3",11,"Tokyo-to Shinjuku-ku Kabukicho",35.6938401,139.7035494,"Sunday",0,"Japanese food","Tokyo-to Shinjuku-ku Kabukicho","Sunday"
2016-04-03,"air_638c35eb25e53eea",2,"Fukuoka-ken Fukuoka-shi Daimyo",33.5892157,130.3928134,"Sunday",0,"Italian/French","Fukuoka-ken Fukuoka-shi Daimyo","Sunday"
2016-04-03,"air_683371d9baabf410",54,"Hyogo-ken Himeji-shi Yasuda",34.815149,134.6853528,"Sunday",0,"Japanese food","Hyogo-ken Himeji-shi Yasuda","Sunday"
2016-04-03,"air_7cc17a324ae5c7dc",15,"Hyogo-ken Kobe-shi Kumoidori",34.6951242,135.1978525,"Sunday",0,"Italian/French","Hyogo-ken Kobe-shi Kumoidori","Sunday"
2016-04-03,"air_c225148c0fcc5c72",18,"Hyogo-ken Kobe-shi Kumoidori",34.6951242,135.1978525,"Sunday",0,"Cafe/Sweets","Hyogo-ken Kobe-shi Kumoidori","Sunday"
2016-04-03,"air_ef789667e2e6fe96",26,"Tokyo-to Machida-shi Morino",35.546631,139.4386186,"Sunday",0,"Dining bar","Tokyo-to Machida-shi Morino","Sunday"
2016-04-04,"air_5e70fe82f9e4fab6",16,"Osaka-fu Osaka-shi Kyutaromachi",34.6812614,135.5098009,"Monday",0,"Yakiniku/Korean food","Osaka-fu Osaka-shi Kyutaromachi","Monday"
2016-04-04,"air_638c35eb25e53eea",22,"Fukuoka-ken Fukuoka-shi Daimyo",33.5892157,130.3928134,"Monday",0,"Italian/French","Fukuoka-ken Fukuoka-shi Daimyo","Monday"
2016-04-04,"air_6b15edd1b4fbb96a",20,"Shizuoka-ken Hamamatsu-shi Motoshirocho",34.7108955,137.7259397,"Monday",0,"Italian/French","Shizuoka-ken Hamamatsu-shi Motoshirocho","Monday"
2016-04-04,"air_b4f32bcc399da2b9",11,"Hiroshima-ken Hiroshima-shi Kokutaijimachi",34.3862445,132.4550176,"Monday",0,"Dining bar","Hiroshima-ken Hiroshima-shi Kokutaijimachi","Monday"
2016-04-04,"air_de88770300008624",4,"Niigata-ken Niigata-shi Gakkochodori 1 Bancho",37.9163674,139.0363265,"Monday",0,"Izakaya","Niigata-ken Niigata-shi Gakkochodori 1 Bancho","Monday"
2016-04-05,"air_290e7a57b390f78e",9,"Tokyo-to Minato-ku Shibakoen",35.6580681,139.7515992,"Tuesday",0,"Italian/French","Tokyo-to Minato-ku Shibakoen","Tuesday"
2016-04-05,"air_2cee51fa6fdf6c0d",12,"Tokyo-to Shibuya-ku Shibuya",35.6617773,139.7040506,"Tuesday",0,"Western food","Tokyo-to Shibuya-ku Shibuya","Tuesday"
2016-04-05,"air_54d6c25d33f5260e",68,"Fukuoka-ken Fukuoka-shi Shiobaru",33.5615691,130.4264283,"Tuesday",0,"Izakaya","Fukuoka-ken Fukuoka-shi Shiobaru","Tuesday"
2016-04-05,"air_6c91a28278a16f64",10,"Fukuoka-ken Fukuoka-shi Daimyo",33.5892157,130.3928134,"Tuesday",0,"Cafe/Sweets","Fukuoka-ken Fukuoka-shi Daimyo","Tuesday"
2016-04-05,"air_f96765e800907c77",66,"Hiroshima-ken Hiroshima-shi Kokutaijimachi",34.3862445,132.4550176,"Tuesday",0,"Izakaya","Hiroshima-ken Hiroshima-shi Kokutaijimachi","Tuesday"
2016-04-05,"air_fe22ef5a9cbef123",73,"Fukuoka-ken Fukuoka-shi Daimyo",33.5892157,130.3928134,"Tuesday",0,"Dining bar","Fukuoka-ken Fukuoka-shi Daimyo","Tuesday"
2016-04-06,"air_638c35eb25e53eea",30,"Fukuoka-ken Fukuoka-shi Daimyo",33.5892157,130.3928134,"Wednesday",0,"Italian/French","Fukuoka-ken Fukuoka-shi Daimyo","Wednesday"
2016-04-06,"air_6e3fd96320d24324",18,"Hiroshima-ken Fukuyama-shi Higashisakuramachi",34.4858993,133.3623127,"Wednesday",0,"Izakaya","Hiroshima-ken Fukuyama-shi Higashisakuramachi","Wednesday"
2016-04-06,"air_789466e488705c93",25,"Fukuoka-ken Kurume-shi Jonanmachi",33.3192865,130.5083735,"Wednesday",0,"Izakaya","Fukuoka-ken Kurume-shi Jonanmachi","Wednesday"
2016-04-06,"air_de88770300008624",5,"Niigata-ken Niigata-shi Gakkochodori 1 Bancho",37.9163674,139.0363265,"Wednesday",0,"Izakaya","Niigata-ken Niigata-shi Gakkochodori 1 Bancho","Wednesday"
2016-04-06,"air_fe22ef5a9cbef123",17,"Fukuoka-ken Fukuoka-shi Daimyo",33.5892157,130.3928134,"Wednesday",0,"Dining bar","Fukuoka-ken Fukuoka-shi Daimyo","Wednesday"
2016-04-07,"air_622375b4815cf5cb",22,"Fukuoka-ken Kitakyushu-shi None",33.8664649,130.7649232,"Thursday",0,"Izakaya","Fukuoka-ken Kitakyushu-shi None","Thursday"
2016-04-07,"air_638c35eb25e53eea",7,"Fukuoka-ken Fukuoka-shi Daimyo",33.5892157,130.3928134,"Thursday",0,"Italian/French","Fukuoka-ken Fukuoka-shi Daimyo","Thursday"
2016-04-07,"air_683371d9baabf410",18,"Hyogo-ken Himeji-shi Yasuda",34.815149,134.6853528,"Thursday",0,"Japanese food","Hyogo-ken Himeji-shi Yasuda","Thursday"
2016-04-07,"air_6b15edd1b4fbb96a",14,"Shizuoka-ken Hamamatsu-shi Motoshirocho",34.7108955,137.7259397,"Thursday",0,"Italian/French","Shizuoka-ken Hamamatsu-shi Motoshirocho","Thursday"
2016-04-07,"air_ef789667e2e6fe96",10,"Tokyo-to Machida-shi Morino",35.546631,139.4386186,"Thursday",0,"Dining bar","Tokyo-to Machida-shi Morino","Thursday"
2016-04-08,"air_37189c92b6c761ec",13,"Hokkaido Asahikawa-shi 6 Jodori",43.7706355,142.364819,"Friday",0,"Bar/Cocktail","Hokkaido Asahikawa-shi 6 Jodori","Friday"
2016-04-08,"air_4cca5666eaf5c709",41,"Tokyo-to Koto-ku Kameido",35.6995366,139.8265727,"Friday",0,"Izakaya","Tokyo-to Koto-ku Kameido","Friday"
2016-04-08,"air_638c35eb25e53eea",41,"Fukuoka-ken Fukuoka-shi Daimyo",33.5892157,130.3928134,"Friday",0,"Italian/French","Fukuoka-ken Fukuoka-shi Daimyo","Friday"
2016-04-08,"air_63b13c56b7201bd9",17,"Fukuoka-ken Fukuoka-shi Daimyo",33.5869938,130.3948938,"Friday",0,"Cafe/Sweets","Fukuoka-ken Fukuoka-shi Daimyo","Friday"
2016-04-08,"air_683371d9baabf410",20,"Hyogo-ken Himeji-shi Yasuda",34.815149,134.6853528,"Friday",0,"Japanese food","Hyogo-ken Himeji-shi Yasuda","Friday"
2016-04-08,"air_789466e488705c93",50,"Fukuoka-ken Kurume-shi Jonanmachi",33.3192865,130.5083735,"Friday",0,"Izakaya","Fukuoka-ken Kurume-shi Jonanmachi","Friday"
2016-04-08,"air_8093d0b565e9dbdf",55,"Tokyo-to Chuo-ku Ginza",35.6721142,139.7708253,"Friday",0,"Yakiniku/Korean food","Tokyo-to Chuo-ku Ginza","Friday"
2016-04-08,"air_c6a164dd4060e960",2,"Osaka-fu Osaka-shi Ogimachi",34.7053617,135.5100252,"Friday",0,"Dining bar","Osaka-fu Osaka-shi Ogimachi","Friday"
2016-04-08,"air_cb7467aed805e7fe",44,"Fukuoka-ken Fukuoka-shi Daimyo",33.5892157,130.3928134,"Friday",0,"Izakaya","Fukuoka-ken Fukuoka-shi Daimyo","Friday"
2016-04-08,"air_d00161e19f08290b",36,"Tokyo-to Shinjuku-ku Kabukicho",35.6938401,139.7035494,"Friday",0,"Dining bar","Tokyo-to Shinjuku-ku Kabukicho","Friday"
2016-04-08,"air_ef789667e2e6fe96",14,"Tokyo-to Machida-shi Morino",35.546631,139.4386186,"Friday",0,"Dining bar","Tokyo-to Machida-shi Morino","Friday"
2016-04-08,"air_f96765e800907c77",38,"Hiroshima-ken Hiroshima-shi Kokutaijimachi",34.3862445,132.4550176,"Friday",0,"Izakaya","Hiroshima-ken Hiroshima-shi Kokutaijimachi","Friday"
2016-04-09,"air_1d1e8860ae04f8e9",12,"Tokyo-to Shinjuku-ku Kabukicho",35.6938401,139.7035494,"Saturday",0,"Izakaya","Tokyo-to Shinjuku-ku Kabukicho","Saturday"
2016-04-09,"air_3e6cea17a9d2c0f1",25,"Hyogo-ken Kakogawa-shi Kakogawacho Kitazaike",34.7569503,134.8411775,"Saturday",0,"Izakaya","Hyogo-ken Kakogawa-shi Kakogawacho Kitazaike","Saturday"
2016-04-09,"air_622375b4815cf5cb",70,"Fukuoka-ken Kitakyushu-shi None",33.8664649,130.7649232,"Saturday",0,"Izakaya","Fukuoka-ken Kitakyushu-shi None","Saturday"
2016-04-09,"air_63b13c56b7201bd9",45,"Fukuoka-ken Fukuoka-shi Daimyo",33.5869938,130.3948938,"Saturday",0,"Cafe/Sweets","Fukuoka-ken Fukuoka-shi Daimyo","Saturday"
2016-04-09,"air_68301bcb11e2f389",33,"Tokyo-to Suginami-ku Asagayaminami",35.6995657,139.6364379,"Saturday",0,"Izakaya","Tokyo-to Suginami-ku Asagayaminami","Saturday"
2016-04-09,"air_6b15edd1b4fbb96a",82,"Shizuoka-ken Hamamatsu-shi Motoshirocho",34.7108955,137.7259397,"Saturday",0,"Italian/French","Shizuoka-ken Hamamatsu-shi Motoshirocho","Saturday"
2016-04-09,"air_6c91a28278a16f64",35,"Fukuoka-ken Fukuoka-shi Daimyo",33.5892157,130.3928134,"Saturday",0,"Cafe/Sweets","Fukuoka-ken Fukuoka-shi Daimyo","Saturday"
2016-04-09,"air_707d4b6328f2c2df",54,"Tokyo-to Shibuya-ku Shibuya",35.6617773,139.7040506,"Saturday",0,"Dining bar","Tokyo-to Shibuya-ku Shibuya","Saturday"
2016-04-09,"air_789466e488705c93",35,"Fukuoka-ken Kurume-shi Jonanmachi",33.3192865,130.5083735,"Saturday",0,"Izakaya","Fukuoka-ken Kurume-shi Jonanmachi","Saturday"
2016-04-09,"air_9241121af22ff1d6",48,"Tokyo-to Katsushika-ku Tateishi",35.7435748,139.8471797,"Saturday",0,"Izakaya","Tokyo-to Katsushika-ku Tateishi","Saturday"
2016-04-09,"air_96743eee94114261",34,"Niigata-ken Niigata-shi Gakkochodori 1 Bancho",37.9163674,139.0363265,"Saturday",0,"Japanese food","Niigata-ken Niigata-shi Gakkochodori 1 Bancho","Saturday"
2016-04-09,"air_968d72c12eed09f0",18,"Tokyo-to Minato-ku Akasaka",35.6749184,139.736775,"Saturday",0,"Italian/French","Tokyo-to Minato-ku Akasaka","Saturday"
2016-04-09,"air_d00161e19f08290b",21,"Tokyo-to Shinjuku-ku Kabukicho",35.6938401,139.7035494,"Saturday",0,"Dining bar","Tokyo-to Shinjuku-ku Kabukicho","Saturday"
2016-04-09,"air_db80363d35f10926",21,"Hokkaido Asahikawa-shi 6 Jodori",43.7706355,142.364819,"Saturday",0,"Dining bar","Hokkaido Asahikawa-shi 6 Jodori","Saturday"
2016-04-09,"air_de88770300008624",32,"Niigata-ken Niigata-shi Gakkochodori 1 Bancho",37.9163674,139.0363265,"Saturday",0,"Izakaya","Niigata-ken Niigata-shi Gakkochodori 1 Bancho","Saturday"
2016-04-09,"air_e270aff84ac7e4c8",20,"Hiroshima-ken Hiroshima-shi Kokutaijimachi",34.3862445,132.4550176,"Saturday",0,"Okonomiyaki/Monja/Teppanyaki","Hiroshima-ken Hiroshima-shi Kokutaijimachi","Saturday"
2016-04-09,"air_ef789667e2e6fe96",55,"Tokyo-to Machida-shi Morino",35.546631,139.4386186,"Saturday",0,"Dining bar","Tokyo-to Machida-shi Morino","Saturday"
2016-04-09,"air_fcd4492c83f1c6b9",36,"Tokyo-to Shibuya-ku Shibuya",35.6617773,139.7040506,"Saturday",0,"Dining bar","Tokyo-to Shibuya-ku Shibuya","Saturday"
2016-04-09,"air_fe22ef5a9cbef123",16,"Fukuoka-ken Fukuoka-shi Daimyo",33.5892157,130.3928134,"Saturday",0,"Dining bar","Fukuoka-ken Fukuoka-shi Daimyo","Saturday"
2016-04-10,"air_082908692355165e",30,"Tokyo-to Shinjuku-ku Kabukicho",35.6938401,139.7035494,"Sunday",0,"Italian/French","Tokyo-to Shinjuku-ku Kabukicho","Sunday"
2016-04-10,"air_54d6c25d33f5260e",7,"Fukuoka-ken Fukuoka-shi Shiobaru",33.5615691,130.4264283,"Sunday",0,"Izakaya","Fukuoka-ken Fukuoka-shi Shiobaru","Sunday"
2016-04-10,"air_638c35eb25e53eea",13,"Fukuoka-ken Fukuoka-shi Daimyo",33.5892157,130.3928134,"Sunday",0,"Italian/French","Fukuoka-ken Fukuoka-shi Daimyo","Sunday"
2016-04-10,"air_63b13c56b7201bd9",23,"Fukuoka-ken Fukuoka-shi Daimyo",33.5869938,130.3948938,"Sunday",0,"Cafe/Sweets","Fukuoka-ken Fukuoka-shi Daimyo","Sunday"
2016-04-10,"air_683371d9baabf410",25,"Hyogo-ken Himeji-shi Yasuda",34.815149,134.6853528,"Sunday",0,"Japanese food","Hyogo-ken Himeji-shi Yasuda","Sunday"
2016-04-10,"air_6b15edd1b4fbb96a",48,"Shizuoka-ken Hamamatsu-shi Motoshirocho",34.7108955,137.7259397,"Sunday",0,"Italian/French","Shizuoka-ken Hamamatsu-shi Motoshirocho","Sunday"
2016-04-10,"air_6c91a28278a16f64",29,"Fukuoka-ken Fukuoka-shi Daimyo",33.5892157,130.3928134,"Sunday",0,"Cafe/Sweets","Fukuoka-ken Fukuoka-shi Daimyo","Sunday"
2016-04-10,"air_7cc17a324ae5c7dc",9,"Hyogo-ken Kobe-shi Kumoidori",34.6951242,135.1978525,"Sunday",0,"Italian/French","Hyogo-ken Kobe-shi Kumoidori","Sunday"
2016-04-10,"air_97159fc4e90053fe",25,"Hiroshima-ken Hiroshima-shi Kokutaijimachi",34.3862445,132.4550176,"Sunday",0,"Izakaya","Hiroshima-ken Hiroshima-shi Kokutaijimachi","Sunday"
2016-04-10,"air_db4b38ebe7a7ceff",9,"Osaka-fu Osaka-shi Shinmachi",34.6762311,135.4860587,"Sunday",0,"Dining bar","Osaka-fu Osaka-shi Shinmachi","Sunday"
2016-04-10,"air_de88770300008624",18,"Niigata-ken Niigata-shi Gakkochodori 1 Bancho",37.9163674,139.0363265,"Sunday",0,"Izakaya","Niigata-ken Niigata-shi Gakkochodori 1 Bancho","Sunday"
2016-04-10,"air_e270aff84ac7e4c8",35,"Hiroshima-ken Hiroshima-shi Kokutaijimachi",34.3862445,132.4550176,"Sunday",0,"Okonomiyaki/Monja/Teppanyaki","Hiroshima-ken Hiroshima-shi Kokutaijimachi","Sunday"
2016-04-10,"air_ef789667e2e6fe96",27,"Tokyo-to Machida-shi Morino",35.546631,139.4386186,"Sunday",0,"Dining bar","Tokyo-to Machida-shi Morino","Sunday"
2016-04-10,"air_fe22ef5a9cbef123",42,"Fukuoka-ken Fukuoka-shi Daimyo",33.5892157,130.3928134,"Sunday",0,"Dining bar","Fukuoka-ken Fukuoka-shi Daimyo","Sunday"
2016-04-11,"air_2aab19554f91ff82",41,"Tokyo-to Chuo-ku Ginza",35.6721142,139.7708253,"Monday",0,"Yakiniku/Korean food","Tokyo-to Chuo-ku Ginza","Monday"
2016-04-11,"air_2cee51fa6fdf6c0d",6,"Tokyo-to Shibuya-ku Shibuya",35.6617773,139.7040506,"Monday",0,"Western food","Tokyo-to Shibuya-ku Shibuya","Monday"
2016-04-11,"air_32460819c7600037",60,"Osaka-fu Osaka-shi Shinmachi",34.6762311,135.4860587,"Monday",0,"Dining bar","Osaka-fu Osaka-shi Shinmachi","Monday"
2016-04-11,"air_54ed43163b7596c4",18,"Tokyo-to Chuo-ku Tsukiji",35.6706505,139.7718614,"Monday",0,"Izakaya","Tokyo-to Chuo-ku Tsukiji","Monday"
2016-04-11,"air_63b13c56b7201bd9",20,"Fukuoka-ken Fukuoka-shi Daimyo",33.5869938,130.3948938,"Monday",0,"Cafe/Sweets","Fukuoka-ken Fukuoka-shi Daimyo","Monday"
2016-04-11,"air_6b15edd1b4fbb96a",22,"Shizuoka-ken Hamamatsu-shi Motoshirocho",34.7108955,137.7259397,"Monday",0,"Italian/French","Shizuoka-ken Hamamatsu-shi Motoshirocho","Monday"
2016-04-11,"air_96743eee94114261",18,"Niigata-ken Niigata-shi Gakkochodori 1 Bancho",37.9163674,139.0363265,"Monday",0,"Japanese food","Niigata-ken Niigata-shi Gakkochodori 1 Bancho","Monday"
2016-04-11,"air_968d72c12eed09f0",11,"Tokyo-to Minato-ku Akasaka",35.6749184,139.736775,"Monday",0,"Italian/French","Tokyo-to Minato-ku Akasaka","Monday"
2016-04-11,"air_de88770300008624",13,"Niigata-ken Niigata-shi Gakkochodori 1 Bancho",37.9163674,139.0363265,"Monday",0,"Izakaya","Niigata-ken Niigata-shi Gakkochodori 1 Bancho","Monday"
2016-04-11,"air_ef789667e2e6fe96",12,"Tokyo-to Machida-shi Morino",35.546631,139.4386186,"Monday",0,"Dining bar","Tokyo-to Machida-shi Morino","Monday"
2016-04-11,"air_f96765e800907c77",68,"Hiroshima-ken Hiroshima-shi Kokutaijimachi",34.3862445,132.4550176,"Monday",0,"Izakaya","Hiroshima-ken Hiroshima-shi Kokutaijimachi","Monday"
2016-04-12,"air_2cee51fa6fdf6c0d",10,"Tokyo-to Shibuya-ku Shibuya",35.6617773,139.7040506,"Tuesday",0,"Western food","Tokyo-to Shibuya-ku Shibuya","Tuesday"
2016-04-12,"air_37189c92b6c761ec",8,"Hokkaido Asahikawa-shi 6 Jodori",43.7706355,142.364819,"Tuesday",0,"Bar/Cocktail","Hokkaido Asahikawa-shi 6 Jodori","Tuesday"
2016-04-12,"air_54d6c25d33f5260e",32,"Fukuoka-ken Fukuoka-shi Shiobaru",33.5615691,130.4264283,"Tuesday",0,"Izakaya","Fukuoka-ken Fukuoka-shi Shiobaru","Tuesday"
2016-04-12,"air_638c35eb25e53eea",12,"Fukuoka-ken Fukuoka-shi Daimyo",33.5892157,130.3928134,"Tuesday",0,"Italian/French","Fukuoka-ken Fukuoka-shi Daimyo","Tuesday"
2016-04-12,"air_63b13c56b7201bd9",30,"Fukuoka-ken Fukuoka-shi Daimyo",33.5869938,130.3948938,"Tuesday",0,"Cafe/Sweets","Fukuoka-ken Fukuoka-shi Daimyo","Tuesday"
2016-04-12,"air_7cc17a324ae5c7dc",2,"Hyogo-ken Kobe-shi Kumoidori",34.6951242,135.1978525,"Tuesday",0,"Italian/French","Hyogo-ken Kobe-shi Kumoidori","Tuesday"
2016-04-12,"air_8093d0b565e9dbdf",39,"Tokyo-to Chuo-ku Ginza",35.6721142,139.7708253,"Tuesday",0,"Yakiniku/Korean food","Tokyo-to Chuo-ku Ginza","Tuesday"
2016-04-12,"air_96743eee94114261",21,"Niigata-ken Niigata-shi Gakkochodori 1 Bancho",37.9163674,139.0363265,"Tuesday",0,"Japanese food","Niigata-ken Niigata-shi Gakkochodori 1 Bancho","Tuesday"
2016-04-12,"air_968d72c12eed09f0",20,"Tokyo-to Minato-ku Akasaka",35.6749184,139.736775,"Tuesday",0,"Italian/French","Tokyo-to Minato-ku Akasaka","Tuesday"
2016-04-12,"air_de88770300008624",18,"Niigata-ken Niigata-shi Gakkochodori 1 Bancho",37.9163674,139.0363265,"Tuesday",0,"Izakaya","Niigata-ken Niigata-shi Gakkochodori 1 Bancho","Tuesday"
2016-04-13,"air_63b13c56b7201bd9",30,"Fukuoka-ken Fukuoka-shi Daimyo",33.5869938,130.3948938,"Wednesday",0,"Cafe/Sweets","Fukuoka-ken Fukuoka-shi Daimyo","Wednesday"
2016-04-13,"air_683371d9baabf410",17,"Hyogo-ken Himeji-shi Yasuda",34.815149,134.6853528,"Wednesday",0,"Japanese food","Hyogo-ken Himeji-shi Yasuda","Wednesday"
2016-04-13,"air_6b15edd1b4fbb96a",19,"Shizuoka-ken Hamamatsu-shi Motoshirocho",34.7108955,137.7259397,"Wednesday",0,"Italian/French","Shizuoka-ken Hamamatsu-shi Motoshirocho","Wednesday"
2016-04-13,"air_707d4b6328f2c2df",21,"Tokyo-to Shibuya-ku Shibuya",35.6617773,139.7040506,"Wednesday",0,"Dining bar","Tokyo-to Shibuya-ku Shibuya","Wednesday"
2016-04-13,"air_7cc17a324ae5c7dc",3,"Hyogo-ken Kobe-shi Kumoidori",34.6951242,135.1978525,"Wednesday",0,"Italian/French","Hyogo-ken Kobe-shi Kumoidori","Wednesday"
2016-04-13,"air_cb7467aed805e7fe",27,"Fukuoka-ken Fukuoka-shi Daimyo",33.5892157,130.3928134,"Wednesday",0,"Izakaya","Fukuoka-ken Fukuoka-shi Daimyo","Wednesday"
2016-04-13,"air_fe22ef5a9cbef123",9,"Fukuoka-ken Fukuoka-shi Daimyo",33.5892157,130.3928134,"Wednesday",0,"Dining bar","Fukuoka-ken Fukuoka-shi Daimyo","Wednesday"
2016-04-14,"air_1d1e8860ae04f8e9",10,"Tokyo-to Shinjuku-ku Kabukicho",35.6938401,139.7035494,"Thursday",0,"Izakaya","Tokyo-to Shinjuku-ku Kabukicho","Thursday"
2016-04-14,"air_290e7a57b390f78e",14,"Tokyo-to Minato-ku Shibakoen",35.6580681,139.7515992,"Thursday",0,"Italian/French","Tokyo-to Minato-ku Shibakoen","Thursday"
2016-04-14,"air_2aab19554f91ff82",45,"Tokyo-to Chuo-ku Ginza",35.6721142,139.7708253,"Thursday",0,"Yakiniku/Korean food","Tokyo-to Chuo-ku Ginza","Thursday"
2016-04-14,"air_2b8b29ddfd35018e",13,"Hiroshima-ken Hiroshima-shi Kokutaijimachi",34.3862445,132.4550176,"Thursday",0,"Okonomiyaki/Monja/Teppanyaki","Hiroshima-ken Hiroshima-shi Kokutaijimachi","Thursday"
2016-04-14,"air_32460819c7600037",55,"Osaka-fu Osaka-shi Shinmachi",34.6762311,135.4860587,"Thursday",0,"Dining bar","Osaka-fu Osaka-shi Shinmachi","Thursday"
2016-04-14,"air_54ed43163b7596c4",18,"Tokyo-to Chuo-ku Tsukiji",35.6706505,139.7718614,"Thursday",0,"Izakaya","Tokyo-to Chuo-ku Tsukiji","Thursday"
2016-04-14,"air_63b13c56b7201bd9",11,"Fukuoka-ken Fukuoka-shi Daimyo",33.5869938,130.3948938,"Thursday",0,"Cafe/Sweets","Fukuoka-ken Fukuoka-shi Daimyo","Thursday"
2016-04-14,"air_683371d9baabf410",31,"Hyogo-ken Himeji-shi Yasuda",34.815149,134.6853528,"Thursday",0,"Japanese food","Hyogo-ken Himeji-shi Yasuda","Thursday"
2016-04-14,"air_707d4b6328f2c2df",34,"Tokyo-to Shibuya-ku Shibuya",35.6617773,139.7040506,"Thursday",0,"Dining bar","Tokyo-to Shibuya-ku Shibuya","Thursday"
